Category,Yard,City,Zip,School District,Year Built,Acres,Square Feet,Newly Built,Asking Price,Bathrooms,Bedrooms,Special Features,Floor Covering,Carpet,Hard Wood,Tile,Laminate,Finished Basement,Garage,Fireplace,Deck,Sprinklers,Pool,By Owner,Washer,Dryer,Fenced,Landscape,Central Air,Brick,Stucco
single family home,fenced full|landscape none,elk ridge,84651,nebo,2017,0.36,3332,FALSE,437500,2,3,walkin closet,laminate,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
manufactured,not applicable,salt lake city,84116,not specified,2016,0,1213,FALSE,55000,2,2,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape full,provo,84601,provo city,2006,0.22,3185,FALSE,399900,5,7,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,lindon,84043,alpine,2007,0.49,5352,FALSE,680000,4,6,fireplace gas|patio uncovered|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,south jordan,84009,not specified,2018,0.02,1337,FALSE,259900,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,fenced partial|landscape full,west valley city,84120,granite,2000,0.11,1364,FALSE,245900,2.5,3,patio uncovered|sprinklers automatic,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,landscape full,hyde park,84318,cache,2018,0.35,3565,FALSE,439999,2.5,3,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|laminate,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,not applicable,providence,84332,cache,2019,0,1505,FALSE,244000,2.5,3,pool|walkin closet,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,landscape full,west jordan,84088,jordan,1995,0.33,3820,FALSE,489900,3,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,eden,84310,not specified,2003,0.08,2740,FALSE,485000,4,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,ogden,84403,ogden city,1985,0.08,4944,FALSE,349000,4,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,salt lake city,84105,not specified,1925,0.13,1952,FALSE,750000,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced partial|landscape full,heber city,84032,not specified,1967,0.23,2344,FALSE,369900,3,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,farmington,84025,not specified,2016,0,3000,FALSE,425000,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape full,mapleton,84664,not specified,2007,0.16,4014,FALSE,415900,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,salt lake city,84118,granite,1958,0.18,1976,FALSE,245000,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,saratoga springs,84045,not specified,2007,0.23,3470,FALSE,450000,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape front,spanish fork,84660,nebo,2019,0.14,3000,FALSE,355000,2,3,deck|patio covered|sprinklers automatic|walkin closet,laminate,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,herriman,84096,jordan,2017,0.13,3796,FALSE,442000,2.5,4,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
manufactured,landscape front,sandy,84070,not specified,1983,0.01,1809,FALSE,94900,2,3,deck|fireplace other|sprinklers automatic,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,west valley city,84119,not specified,1985,0.09,1681,FALSE,269900,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
single family home,not applicable,salt lake city,84109,not specified,1989,0.52,4089,FALSE,1000000,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape full,salt lake city,84105,salt lake city,1936,0.14,1765,FALSE,439900,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,highland,84003,not specified,2006,0.78,5896,FALSE,786000,3,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,mapleton,84664,not specified,2014,0.19,5631,FALSE,577000,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,salt lake city,84115,granite,2006,0.01,1095,FALSE,254900,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced partial,sandy,84070,canyons,1993,0.01,1560,FALSE,69900,2,3,deck|fireplace gas|fireplace woodburning|patio covered|pool|sprinklers automatic,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,plain city,84404,not specified,1994,0.27,1288,FALSE,265000,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,south jordan,84095,jordan,1997,0.23,2200,FALSE,329900,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,eagle mountain,84005,alpine,2016,0.16,3006,FALSE,345000,2.5,5,not specified,carpet|laminate,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
townhouse/condo,not applicable,sandy,84070,canyons,2006,0.03,1771,FALSE,299000,2.5,3,patio covered|pool|walkin closet,carpet|laminate|linoleum,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,south jordan,84095,jordan,1994,0.38,4850,FALSE,619900,4,5,deck|fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,landscape full,huntsville,84317,not specified,2008,1.15,7400,FALSE,1490000,5,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,bountiful,84010,not specified,1986,0.67,4400,FALSE,495000,2.5,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,landscape full,eden,84310,not specified,2005,0.08,3373,FALSE,499000,5,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,provo,84606,provo city,1913,0.17,6438,FALSE,415000,1,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape back,south ogden,84403,weber,1950,0.25,788,FALSE,179000,1,1,patio covered,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
townhouse/condo,landscape full,hyrum,84319,cache,2011,0.02,1183,FALSE,155000,1,2,sprinklers automatic,carpet|laminate|other,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,kamas,84036,south summit,1995,48.6,2767,FALSE,1375500,3.5,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,orem,84057,not specified,1991,0.2,2431,FALSE,389900,2.5,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,tooele,84074,not specified,2019,0.23,2603,FALSE,377805,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,sandy,84093,canyons,1951,0.23,1095,FALSE,275000,1,3,deck|fireplace woodburning|patio uncovered|sprinklers automatic,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
single family home,fenced partial|landscape full,north logan,84341,cache,2003,0.73,4676,FALSE,650000,3,4,fireplace gas|fireplace woodburning|patio covered|security system|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape full,north ogden,84414,weber,1999,0.29,4312,FALSE,447500,3.5,5,deck|fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,landscape full,provo,84601,provo city,2002,0.21,2068,FALSE,340000,3,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,lake point,84074,not specified,2019,0.94,3514,FALSE,484290,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,washington,84780,washington,2005,0.37,2442,FALSE,414900,2.5,3,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,sandy,84092,canyons,1978,0.19,3202,FALSE,499000,4,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,salt lake city,84120,not specified,1978,0.18,1758,FALSE,240000,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced partial|landscape full,roy,84067,weber,1986,0.25,1932,FALSE,289000,2,5,deck|fireplace other|sprinklers automatic,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
single family home,not applicable,south jordan,84006,not specified,2010,0.09,2312,FALSE,350000,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,taylorsville,84123,not specified,1989,0.01,750,FALSE,150000,1,1,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape full,north salt lake,84054,davis,2005,0.51,4123,FALSE,607000,4,5,not specified,carpet|hardwood|laminate|tile,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,landscape front,spanish fork,84660,nebo,2019,0.25,4490,FALSE,464000,2.5,4,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full,eagle mountain,84005,alpine,2001,0.11,2065,FALSE,284900,2.5,3,not specified,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape front,salt lake city,84109,granite,1955,0.2,2450,FALSE,799900,3,4,deck|fireplace gas|patio covered|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced full|landscape full,payson,84651,nebo,2000,0.17,2054,FALSE,297000,2,5,not specified,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,not applicable,cottonwood heights,84121,not specified,1989,0.24,5844,FALSE,750000,5,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape full,santaquin,84655,not specified,2006,0.2,2920,FALSE,339000,3,5,walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape full,woods cross,84087,davis,2013,0.1,1968,FALSE,369900,2.5,3,security system|walkin closet,carpet|other|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,not applicable,lake point,84074,not specified,2019,0.92,3608,FALSE,497764,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,south jordan,84095,not specified,2008,0.49,5208,FALSE,700000,1,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape back|landscape front,stockton,84071,tooele,2006,3,6276,FALSE,799000,5,7,fireplace gas|fireplace other|fireplace woodburning|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,fenced full|landscape back|landscape front,sunset,84015,davis,1978,0.16,2305,FALSE,279000,3,5,deck|fireplace woodburning|sprinklers automatic,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
single family home,landscape none,north ogden,84414,weber,2018,0.25,3270,FALSE,383900,2,3,patio uncovered|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,landscape none,nibley,84321,cache,2018,0.36,3600,FALSE,359900,2.5,4,walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
townhouse/condo,landscape full,south jordan,84009,jordan,2009,0.09,2274,FALSE,295000,3.5,4,patio uncovered|pool|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,herriman,84096,not specified,2014,0.1,3084,FALSE,375000,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,draper,84020,not specified,1999,0.04,2938,FALSE,385000,2,2,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,rush valley,84088,not specified,1984,0.19,1830,FALSE,325000,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,rush valley,84069,not specified,2015,11.4,3824,FALSE,400000,3,7,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,eagle mountain,84005,not specified,1998,1,3624,FALSE,465000,3,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,grantsville,84029,not specified,2007,0.81,5120,FALSE,500000,4,7,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,tooele,84074,not specified,2019,0.16,2629,FALSE,308029,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,layton,84040,davis,2008,0.24,4254,FALSE,550000,3.5,6,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,not applicable,magna,84044,not specified,1914,0.14,1555,FALSE,235000,1,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,spanish fork,84660,nebo,2002,0.21,2974,FALSE,339800,3,5,fireplace other,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,landscape full,highland,84003,alpine,2014,0.72,5174,FALSE,925000,5,6,sprinklers automatic,carpet|hardwood|other|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,garland,84312,box elder,1997,0.51,2192,FALSE,209000,1,2,deck|sprinklers automatic,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,south jordan,84009,jordan,2009,0.12,3138,FALSE,414900,3,4,fireplace gas|hot tub|patio covered|pool|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,tooele,84074,not specified,2019,0.16,2629,FALSE,302123,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,landscape full,mapleton,84664,nebo,1977,0.23,2464,FALSE,312000,2,4,not specified,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
single family home,fenced full|landscape full,south jordan,84095,jordan,2005,0.04,2552,FALSE,375000,3,4,fireplace other|walkin closet,carpet|laminate|other|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,west valley,84119,granite,2006,0.46,2611,FALSE,389900,2.75,4,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|linoleum|other,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
single family home,fenced full|landscape full,south jordan,84009,jordan,2014,0.22,4174,FALSE,759000,3.5,5,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,tooele,84074,not specified,2019,0.16,2603,FALSE,354953,3,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,tooele,84074,not specified,1943,0.17,2229,FALSE,239000,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full,riverton,84065,jordan,2017,0.15,3105,FALSE,449995,2.5,4,fireplace gas|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,cottonwood heights,84121,canyons,1966,0.21,3420,FALSE,439900,3,5,deck|fireplace gas|fireplace woodburning|patio covered|security system|sprinklers automatic|walkin closet,carpet|laminate|linoleum|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced full,pleasant view,84414,weber,1991,0.48,3200,FALSE,414900,3.5,5,deck|fireplace gas|sprinklers automatic,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
