Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|3 cars,not specified,ut,south jordan,84009,by agent,not specified,false,75,2019,5254 W. Split Rock Dr.|South Jordan|UT|84009,not specified,not specified,2606,True,2490499,40311846,2019-03-22T10:35:26Z,539900,not specified,not specified,not specified,25,4,2019-09-06,active,not specified,not specified,not specified,not specified,not specified,40311846
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|street parking|3 cars,forced air,ut,tooele,84074,by owner,tooele,true,33,2006,541 Park Hill Dr|Tooele|UT|84074,not specified,0.49,3300,False,764246,40315350,2019-03-22T10:33:18Z,399000,select basic,brick|stucco,central air,3,6,2019-09-22,active,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|tile,full finished,not specified,not specified,40315350
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|3 cars,not specified,ut,south jordan,84009,by agent,not specified,false,74,2019,10838 S. Porcini Dr.|South Jordan|UT|84009,not specified,not specified,2606,True,2490499,40311845,2019-03-22T10:31:08Z,529900,not specified,not specified,not specified,25,4,2019-09-06,active,not specified,not specified,not specified,not specified,not specified,40311845
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,ogden,84403,by agent,ogden city,true,16,1994,1808 Whispering Oaks Dr|Ogden|UT|84403,not specified,0.12,5197,False,167490,40303681,2019-03-22T10:30:10Z,568000,not specified,brick|stucco,central air,45,5,2019-09-22,active,not specified,carpet|hardwood|tile,full finished,dryer|microwave|range|refrigerator|washer,1577272,40303681
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,north ogden,84414,by agent,weber,true,13,1997,841 E 3400 N|North Ogden|UT|84414,not specified,0.26,3976,False,167490,40288946,2019-03-22T10:30:00Z,514000,not specified,brick,central air,35,4,2019-09-22,active,not specified,carpet|tile,full finished,microwave|range,1565925,40288946
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,eagle mountain,84005,by agent,not specified,false,24,2015,8100 N Rock Creek Cove Ln|Eagle Mountain|UT|84005,not specified,0.03,2458,False,2609439,40315349,2019-03-22T10:28:32Z,284900,not specified,stucco,central air,25,3,2019-09-22,active,walkin closet,carpet|tile,full unfinished,dryer|microwave|refrigerator|washer,1588152,40315349
homes,not specified,detail page,single family home,for sale,for sale,not applicable,combined garage|detached garage|2 cars,forced air,ut,salt lake city,84102,by agent,salt lake city,true,1,1922,340 S 1300 E|Salt Lake City|UT|84102,not specified,0.16,3243,False,2141649,40315348,2019-03-22T10:27:53Z,625000,not specified,not specified,central air,25,5,2019-09-22,active,not specified,not specified,not specified,not specified,1583366,40315348
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,south jordan,84009,by agent,not specified,false,3,2019,4658 W. Isla Daybreak Rd.|South Jordan|UT|84009,not specified,not specified,2168,True,2490499,40302053,2019-03-22T10:26:50Z,329900,not specified,not specified,not specified,3,3,2019-07-17,active,not specified,not specified,not specified,not specified,not specified,40302053
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,south jordan,84009,by agent,not specified,false,3,2019,4662 W. Isla Daybreak Rd.|South Jordan|UT|84009,not specified,not specified,2168,True,2490499,40302052,2019-03-22T10:22:32Z,355000,not specified,not specified,not specified,3,3,2019-07-17,active,not specified,not specified,not specified,not specified,not specified,40302052
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,south jordan,84009,by agent,not specified,false,3,2019,4664 W. Isla Daybreak Rd|South Jordan|UT|84009,not specified,not specified,1879,True,2490499,40302051,2019-03-22T10:18:14Z,329900,not specified,not specified,not specified,25,3,2019-07-17,active,not specified,not specified,not specified,not specified,not specified,40302051
homes,not specified,detail page,manufactured,for sale,for sale,landscape full,carport|2 cars,forced air,ut,farr west,84404,by owner,not specified,true,19,1977,1111 North 2000 West #88 Westwood Village |Farr West|UT|84404,not specified,20,924,False,377615,40311307,2019-03-22T10:15:43Z,18500,select basic,aluminumvinyl,evaporative cooler roof,1,2,2019-09-22,active,not specified,carpet|linoleum,not specified,other|range|refrigerator,not specified,40311307
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|3 cars,not specified,ut,layton,84041,by agent,not specified,false,29,2019,254 S. Autumn Breeze Lane|Layton|UT|84041,not specified,not specified,3386,True,2490499,40300505,2019-03-22T10:13:56Z,539900,not specified,not specified,not specified,25,4,2019-07-09,active,not specified,not specified,not specified,not specified,not specified,40300505
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,riverton,84096,by agent,jordan,true,5,2019,4206 w. Otter Park Ct.|Riverton|UT|84096,not specified,0.01,1501,False,2898684,40312233,2019-03-22T10:12:21Z,265201,not specified,not specified,central air,25,3,2019-09-22,active,deck,not specified,not specified,microwave|range,1573438,40312233
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,south jordan,84095,by agent,not specified,false,33,2019,4648 W. Isla Daybreak Rd.|South Jordan|UT|84095,not specified,not specified,1596,True,2490499,40288374,2019-03-22T10:09:38Z,324000,not specified,not specified,not specified,25,3,2019-05-06,active,not specified,not specified,not specified,not specified,not specified,40288374
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,ogden,84404,by agent,not specified,false,7,1956,117 S Quincy Ave E|Ogden|UT|84404,not specified,0.19,2096,False,860172,40315346,2019-03-22T10:05:48Z,250000,not specified,not specified,central air,2,4,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315346
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,south jordan,84095,by agent,not specified,false,30,2019,4652 W. Isla Daybreak Rd.|South Jordan|UT|84095,not specified,not specified,1879,True,2490499,40288373,2019-03-22T10:05:20Z,369900,not specified,not specified,not specified,25,3,2019-05-06,active,not specified,not specified,not specified,not specified,not specified,40288373
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,not specified,forced air,ut,eden,84310,by agent,not specified,false,21,2004,3521 N Foxrun|Eden|UT|84310,not specified,0.08,1100,False,860172,40315345,2019-03-22T10:04:58Z,225000,not specified,not specified,central air,2,2,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315345
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,south jordan,84009,by agent,jordan,true,7,2009,4604 W South Jordan Pkwy|South Jordan|UT|84009,not specified,0.03,1103,False,3180472,40315344,2019-03-22T10:04:26Z,260000,not specified,stucco,central air,25,2,2019-09-22,active,patio uncovered|sprinklers automatic,carpet|tile,shelfcrawl space,microwave|range,1588134,40315344
homes,not specified,detail page,single family home,for sale,for sale,not specified,not specified,not specified,ut,plain city,84404,by agent,not specified,false,35,1976,3296 N 3900 W|Plain City|UT|84404,not specified,1.23,2550,False,860172,40315343,2019-03-22T10:03:30Z,339900,not specified,not specified,evaporative cooler,2,4,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315343
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|10 cars,forced air,ut,west jordan,84088,by agent,not specified,false,30,1999,4639 W Baldy Dr|West Jordan|UT|84088,not specified,0.42,3006,False,860172,40315342,2019-03-22T10:02:14Z,500000,not specified,not specified,central air,4,5,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315342
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|3 cars,forced air,ut,draper,84020,by agent,canyons,true,15,2001,416 E Brewster Drive|Draper|UT|84020,not specified,0.16,4828,False,1298163,40231906,2019-03-22T10:02:09Z,649000,not specified,brick|stucco,central air,3,6,2019-09-22,active,sprinklers automatic|walkin closet,carpet,not specified,refrigerator,1512853,40231906
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,taylorsville,84129,by agent,not specified,false,35,1974,5290 S Huntington Cir W|Taylorsville|UT|84129,not specified,0.24,1964,False,860172,40315341,2019-03-22T10:00:49Z,350000,not specified,not specified,central air,3,4,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315341
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,not specified,ut,ogden,84404,by agent,not specified,false,31,2008,372 W Old Springs Rd|Ogden|UT|84404,not specified,0.16,1415,False,860172,40315340,2019-03-22T10:00:22Z,255000,not specified,not specified,central air,2,3,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315340
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|1 cars,forced air,ut,salt lake city,84103,by agent,not specified,false,33,1887,309 N Almond St W|Salt Lake City|UT|84103,not specified,0.08,1836,False,860172,40315339,2019-03-22T09:59:07Z,439900,not specified,not specified,evaporative cooler,2,3,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315339
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,forced air,ut,magna,84044,by agent,not specified,false,20,2001,2894 S Woodbrook Ln|Magna|UT|84044,not specified,0.23,3304,False,860172,40315338,2019-03-22T09:58:19Z,375000,not specified,not specified,central air,3,5,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315338
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,not specified,forced air,ut,centerville,84014,by agent,not specified,false,18,1971,88 W 50 S|Centerville|UT|84014,not specified,0.01,1092,False,860172,40315337,2019-03-22T09:57:50Z,179999,not specified,not specified,central air,2,2,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315337
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,forced air,ut,tooele,84074,by agent,not specified,false,37,1998,7274 N Foothill Dr|Tooele|UT|84074,not specified,1,3334,False,860172,40315335,2019-03-22T09:56:17Z,490000,not specified,not specified,central air,3,5,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315335
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,clinton,84015,by agent,not specified,false,22,2003,1652 W 735 N|Clinton|UT|84015,not specified,0.33,1737,False,860172,40315334,2019-03-22T09:55:20Z,265000,not specified,not specified,central air,2,3,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315334
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,forced air,ut,north salt lake,84054,by agent,not specified,false,31,2016,857 W Oxford Dr N|North Salt Lake|UT|84054,not specified,0.21,2201,False,860172,40315333,2019-03-22T09:54:04Z,399900,not specified,not specified,central air,3,4,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315333
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|4 cars,forced air,ut,holladay,84121,by agent,not specified,false,37,2005,2658 E 6200 S|Holladay|UT|84121,not specified,1.19,9817,False,860172,40315332,2019-03-22T09:52:33Z,1795000,not specified,not specified,central air,7,7,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315332
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,combined garage|1 cars,not specified,ut,park city,84098,by agent,not specified,false,26,2001,6785 N 2200 W|Park City|UT|84098,not specified,0,715,False,860172,40315330,2019-03-22T09:51:28Z,285000,not specified,not specified,not specified,2,1,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315330
homes,not specified,detail page,townhouse/condo,for sale,for sale,not specified,not specified,not specified,ut,park city,84098,by agent,not specified,false,25,2001,6785 N 2200 West|Park City|UT|84098,not specified,not specified,715,False,860172,40315329,2019-03-22T09:50:22Z,285000,not specified,not specified,not specified,2,1,2019-09-22,active,not specified,not specified,not specified,not specified,not specified,40315329
